user_id,review_id,review_title,review_content,product_id,order_timestamp
user_17,R282YHZ5A4GMY4,Average. Cost effective,Felt quite sturdy,B085DTN6R2,2023-01-04 05:34:25.573770491
user_48,R34W3B1C7RP98Q,Good quality, the connectors look premium and were easy to insert. I used this cable to switch all my data from iphone 7 to an m30s. Cable worked like charm while using smart switch app,B085DTN6R2,2023-01-04 05:34:25.573770491
user_141,R1467F9VL3DLSY,Great Product, all my data including whatsapp data was transferred successfully. Satisfied with performance.,B085DTN6R2,2023-01-04 05:34:25.573770491
user_111,R3KLQRR1UM44JG,Nice,Just good,B085DTN6R2,2023-01-04 05:34:25.573770491
user_42,R20XIOU25HEX80,Great but,Loosing charging cable of apple is costly affair. This wire was great purchase made to correct it,B09KLVMZ3B,2023-01-04 11:32:27.540983606
user_78,R2X55FA2EEUEYM,Worked well for 6 six months that’s it,Worked well for six months that’s it,B09KLVMZ3B,2023-01-04 11:32:27.540983606
user_31,R393Z224NBTDLN,Compatible with Apple iPad 2nd generation and charging very well., now it’s stopped working,B09KLVMZ3B,2023-01-04 11:32:27.540983606
user_83,R3Q4ZCHWSAQD5B,CABLE, now planning to buy one more because the price has come down to 150,B09KLVMZ3B,2023-01-04 11:32:27.540983606
user_56,R1AE3A4NSVM9SC,The product is good but the phone gets disconnected at multiple occasions.,Very good product. Compatible with  iPad 2nd generation  and charging very well. Quality of the product is very good and also works fine. Totally worth for its price.,B09KLVMZ3B,2023-01-04 11:32:27.540983606
user_75,R2U1YAAZE07I1V,Not a fast charging cable,Product is super,B09KLVMZ3B,2023-01-04 11:32:27.540983606
user_4,R36NVL58WQ7D64,Good item. Value,I'm using from last 6 month. Till now it was good functioning. Now I noticed phone gets disconnected at multiple occasions. might be cable may be damaged.Overall worked well for 6 month.,B09KLVMZ3B,2023-01-04 11:32:27.540983606
user_132,R1E7GPZ569TBIZ,Amazing product and value for money,Takes 5-6 hours to charge full.,B09KLVMZ3B,2023-01-04 11:32:27.540983606
user_109,R2JPQNKCOE10UK,Good product,I like it 👍👍,B083342NKJ,2023-01-04 17:30:29.508196721
user_100,RQI80JG2WZXNF,using this product 8months It is done  I have not faced any problem so far,Best charging power . I used this cable on note 8 pro mi. Using 8month also fast working.,B083342NKJ,2023-01-04 17:30:29.508196721
user_59,R2LYZ4CUWPMUJN, its build quality best,350 might be a little expensive but physically it’s so good. Feels premium. But power limitation is there it is not suitable for fast charging.,B083342NKJ,2023-01-04 17:30:29.508196721
user_102,R1ZBD2ZB2ZYEWX,I really liked this one.,,B083342NKJ,2023-01-04 17:30:29.508196721
user_15,R2ITEDC9KOCY3N,Very strong and support fast charging ,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61WnvIUaIwL._SY88.jpg,B083342NKJ,2023-01-04 17:30:29.508196721
user_46,R1115HIQP3BKKJ,,Best data cable charging fast,B083342NKJ,2023-01-04 17:30:29.508196721
user_150,R31OMS6DNMI7M,Nice cable,Very good quality and good durability,B083342NKJ,2023-01-04 17:30:29.508196721
user_106,R2DCFXQMUNO93L,Best data cable charging fast,Overall good but need some improvement...,B083342NKJ,2023-01-04 17:30:29.508196721
user_1,R13UTIA6KOF6QV,It is the best tv if you are getting it in 10-12k,Pros- xiomi 5a is best in budget-Nice picture quality-Very nice audio output- Full of featureCONS- sometimes tv lags-Sometimes stucksIn this prize range all tv having cons like this.::Overall nice tv,B0B6F7LX4C,2023-01-04 23:28:31.475409836
user_143,R2UGDZSGFF01K7,Good price but the OS lags,The product in this price range is good but as it is running in Android 12 it lags. I hope after few updates the lags problem will be resolved,B0B6F7LX4C,2023-01-04 23:28:31.475409836
user_117,RHHIZ45VYU5X6,GARBAGE QUALITY,Useless product and useless quality. Display issues within 7 months and service center is not upto the mark. Go for better brands where quality is assured. I would wish if there was option of negative stars.,B0B6F7LX4C,2023-01-04 23:28:31.475409836
user_84,R14N9HBE5EIUY0,Good product.,Uses as connectes TV the picture is very good. I was hopping a best level of song. Globaly it is a good product.,B0B6F7LX4C,2023-01-04 23:28:31.475409836
user_73,R2WMW096T9Y0OU,Good quality,https://m.media-amazon.com/images/I/61spXDbojZL._SY88.jpg,B0B6F7LX4C,2023-01-04 23:28:31.475409836
user_25,R1SHIIE6M72825,Great experience everything is fantastic 🤠,Greater then ever,B0B6F7LX4C,2023-01-04 23:28:31.475409836
user_44,R22P6BE9DBME4F,Super picture quality and sound quality,Good quality,B0B6F7LX4C,2023-01-04 23:28:31.475409836
user_62,R2TEINENXTIHT2,Awesome,Good 👍,B0B6F7LX4C,2023-01-04 23:28:31.475409836
user_33,RGIQEG07R9HS2,A Good Braided Cable for Your Type C Device,I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,B082LSVT4B,2023-01-05 05:26:33.442622950
user_112,R1SMWZQ86XIN8U,Good quality product from ambrane,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,B082LSVT4B,2023-01-05 05:26:33.442622950
user_137,R2J3Y1WL29GWDE,Super cable,Value for money,B082LSVT4B,2023-01-05 05:26:33.442622950
user_1,RYGGS0M09S3KY,As, with extra length👍,B082LSVT4B,2023-01-05 05:26:33.442622950
user_109,R17KQRUTAN5DKS,Good quality,Good,B082LSVT4B,2023-01-05 05:26:33.442622950
user_5,R3AAQGS6HP2QUK,Good product, working fine,B082LSVT4B,2023-01-05 05:26:33.442622950
user_130,R1HDNOG6TO2CCA,its good,Product quality is good,B082LSVT4B,2023-01-05 05:26:33.442622950
user_134,R3PHKXYA5AFEOU,Good quality for the price but one issue with my unit,Good,B082LSVT4B,2023-01-05 05:26:33.442622950
user_16,R2BP8Y5OJXKJLF,Good for charging and Data transfer,Check for offera before buying,B08WRBG3XW,2023-01-05 11:24:35.409836065
user_38,R218813TNRHNSY,ਮਜ਼ਬੂਤ,18w charging cable,B08WRBG3XW,2023-01-05 11:24:35.409836065
user_10,R3VIKEVJ5DBF5G,Good Quality but less Power Delivery,,B08WRBG3XW,2023-01-05 11:24:35.409836065
user_64,R2PQNCTR8TQCT4,Fantastic!,Awesome cable!Charging,B08WRBG3XW,2023-01-05 11:24:35.409836065
user_99,R3FI11UEJC9ZOJ,Good, data transfer and durability is simply awesome,B08WRBG3XW,2023-01-05 11:24:35.409836065
user_18,R3ULCCZZHBNLA4,Not useful, and there is not a single disconnection issue,B08WRBG3XW,2023-01-05 11:24:35.409836065
user_50,RELIQ4H7CYX2Q,Doesn't fit properly, which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy,B08WRBG3XW,2023-01-05 11:24:35.409836065
user_114,R3ALQNTJN4ER9N,Can't support Oppo mobile for fast charging, i also have boat earphones that is also awesome..😄,B08WRBG3XW,2023-01-05 11:24:35.409836065
user_75,R2PNR69G0BQG2F,Sound quality,LG was always Good ,B08DPLCM6T,2023-01-05 17:22:37.377049180
user_122,R31A0WWDEYMKEW,Very nice, correct delivery,B08DPLCM6T,2023-01-05 17:22:37.377049180
user_1,R2C4XEWFLVU7JV,Value for money, good service but sound quality was poor. The speakers were fitted below the tv. No clear sound. That was the only problem.,B08DPLCM6T,2023-01-05 17:22:37.377049180
user_12,RYWES5AT5FQO6,Good,Good videoGood vice,B08DPLCM6T,2023-01-05 17:22:37.377049180
user_116,R1PGWAY5TEWLT4,Good for its price.,Picture quality is awesome.,B08DPLCM6T,2023-01-05 17:22:37.377049180
user_144,R32542OPR0QC4I,Good item,Good at that price,B08DPLCM6T,2023-01-05 17:22:37.377049180
user_92,R2JDJEVZ2G7EEK,Budget friendly,Okay product,B08DPLCM6T,2023-01-05 17:22:37.377049180
user_70,R36EHHPAQNSSOF,Good, the OS has lags after about a year of use. This is the best you can get for the price tag it comes with.,B08DPLCM6T,2023-01-05 17:22:37.377049180
user_105,R12D1BZF9MU8TN,Good cable for car,I trust this product! Works well with car play!,B09C6HXFC1,2023-01-05 23:20:39.344262295
user_3,R32MNCWO5LGFCG,Good substitute for orginal,Very good quality and charging is fine. As good as original,B09C6HXFC1,2023-01-05 23:20:39.344262295
user_76,RZU3UK8OZKD6X,Better Value for money Product,Build quality is awesome,B09C6HXFC1,2023-01-05 23:20:39.344262295
user_96,R3BSTKR3JUW6GY,Way better than the original, best lightening cable ever seen,B09C6HXFC1,2023-01-05 23:20:39.344262295
user_28,R1ARVYPXS4XPB7,Absolutely amazing., better than a official  lightening from If ur looking for a cable close your eyes and go for it 🔥 or you can buy a (Amazon basics) one I was using that for past 3 years that a bit a cheaper side,B09C6HXFC1,2023-01-05 23:20:39.344262295
user_23,R1V6GDYE2IBX8O,Namm hi kafi hai, I recommend both these cables had better build quality and value for money,B09C6HXFC1,2023-01-05 23:20:39.344262295
user_32,R28EG2PXZTJL90,Very good,Gr8 product overall,B09C6HXFC1,2023-01-05 23:20:39.344262295
user_99,R2SQNU7OIOOLHT,As the names say Durable cell it a durable cable ;-),Just loved it,B09C6HXFC1,2023-01-05 23:20:39.344262295
user_136,R1GYK05NN6747O,Good product ; Average Finishing,This connector has provided as a boon for my old Samsung LCD monitor and I am proactively using that monitor as the 2nd screen just if the finishing of the product can be improved then it would be a better purchase option.,B085194JFL,2023-01-06 05:18:41.311475409
user_19,R1J21BZ29NGQF9,Save it purpose well without any issue. I am satisfied,Save it purpose well without any issue. I am satisfied,B085194JFL,2023-01-06 05:18:41.311475409
user_44,R16JCHEILBYOMW,No issues,Working fine,B085194JFL,2023-01-06 05:18:41.311475409
user_36,R2WVVS88M7SH18,NO NEED TO PUT AUX CABLE FOR CONNECTING AUDIO FROM SECONDARY MONITOR,GO FOR IT,B085194JFL,2023-01-06 05:18:41.311475409
user_34,R2MQ3VB8ZTUS48,Good product,It’s works properly good product but poor quality,B085194JFL,2023-01-06 05:18:41.311475409
user_37,RBJPTKHYQ7G7U,Not so Bad,I buy this product after so many reviews. this product is not so much clear. But it get the job done. you can buy to get display only. not so much clear. but still price is very good compare to other products.,B085194JFL,2023-01-06 05:18:41.311475409
user_31,R37PKO5FUPJW35,Good,Good,B085194JFL,2023-01-06 05:18:41.311475409
user_10,R38R2YC2J2BMWR,Worked will for only 3-4 months.,"It worked really well for 3-4 months but now it started showing its ""cheap chinese"" side. Display keeps disconnecting randomly and will come back. It's a headache to read/work on external monitor now since it keeps disconnecting the external monitor and then reconnects it.",B085194JFL,2023-01-06 05:18:41.311475409
user_127,R1SN0D4DFBKAZI,Good,Overall good.,B09F6S8BT6,2023-01-06 11:16:43.278688524
user_107,R1SX5L77L2CD6V,Sound is very low another brand comparing in better,TV picture ok smart betterSound very low another brand,B09F6S8BT6,2023-01-06 11:16:43.278688524
user_43,R1NAZ6M4QBUJMK,Service provider not meet my home refuse,Service provider refuse install my TV,B09F6S8BT6,2023-01-06 11:16:43.278688524
user_47,R25I5FXOJA76KS, tv i am not using bad service, bad service and samsung,B09F6S8BT6,2023-01-06 11:16:43.278688524
user_128,R32V7DQLDSKJ99,Good product, I am calling 3 times service provider. Not meet my home address.why ? Bad bad,B09F6S8BT6,2023-01-06 11:16:43.278688524
user_46,R8QWY8HXI120P,Ok super,They product did not come with the support stand or wall hanging hook to install the Tv,B09F6S8BT6,2023-01-06 11:16:43.278688524
user_139,R2OZPGGMUCLSC1,Floor stand does not come with it ...,Picture quality is very poor in cables,B09F6S8BT6,2023-01-06 11:16:43.278688524
user_64,R1G4SA1P865EIS,Good,Floor stand does not come with it ... You have to buy it seperately. Request Amazon to cleary mention it in the add . You will have to pay seperate charges for the installation guy to buy the floor mount .,B09F6S8BT6,2023-01-06 11:16:43.278688524
